,cif
0,"# generated using pymatgen
data_CsPd2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.60109860
_cell_length_b   4.55412045
_cell_length_c   13.88072554
_cell_angle_alpha   90.00709270
_cell_angle_beta   89.19275497
_cell_angle_gamma   74.69317980
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsPd2
_chemical_formula_sum   'Cs4 Pd8'
_cell_volume   402.43920863
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.33044742  0.85648517  0.99347893  1
  Cs  Cs1  1  0.33507562  0.35546187  0.69903443  1
  Cs  Cs2  1  0.83550483  0.68180699  0.46092462  1
  Cs  Cs3  1  0.82996795  0.18254540  0.23113132  1
  Pd  Pd4  1  0.79216667  0.07242206  0.98679379  1
  Pd  Pd5  1  0.79558187  0.57131991  0.70673043  1
  Pd  Pd6  1  0.26259655  0.48109459  0.21383864  1
  Pd  Pd7  1  0.26567572  0.98088676  0.48123027  1
  Pd  Pd8  1  0.36154281  0.44467433  0.39671492  1
  Pd  Pd9  1  0.35445039  0.94654323  0.29683410  1
  Pd  Pd10  1  0.83884230  0.05320774  0.79880265  1
  Pd  Pd11  1  0.83814787  0.55355196  0.89448590  1
"
1,"# generated using pymatgen
data_Mg2ZnRh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.50225455
_cell_length_b   4.50225457
_cell_length_c   4.50225463
_cell_angle_alpha   59.93916016
_cell_angle_beta   59.93916050
_cell_angle_gamma   59.93916116
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg2ZnRh
_chemical_formula_sum   'Mg2 Zn1 Rh1'
_cell_volume   64.44295529
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.02000904  0.51000904  0.27000904  1
  Mg  Mg1  1  0.51999096  0.00999096  0.76999096  1
  Zn  Zn2  1  0.77000000  0.26000000  0.02000000  1
  Rh  Rh3  1  0.27000000  0.76000000  0.52000000  1
"
2,"# generated using pymatgen
data_Tb2NiPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.91183809
_cell_length_b   4.91183811
_cell_length_c   4.91183806
_cell_angle_alpha   59.79119467
_cell_angle_beta   59.79119597
_cell_angle_gamma   59.79119528
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tb2NiPt
_chemical_formula_sum   'Tb2 Ni1 Pt1'
_cell_volume   83.39759884
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tb  Tb0  1  0.98985725  0.88985725  0.54985725  1
  Tb  Tb1  1  0.49014275  0.39014275  0.05014275  1
  Ni  Ni2  1  0.24000000  0.14000000  0.80000000  1
  Pt  Pt3  1  0.74000000  0.64000000  0.30000000  1
"
3,"# generated using pymatgen
data_MgPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.49614657
_cell_length_b   4.49614668
_cell_length_c   4.49614659
_cell_angle_alpha   59.91779136
_cell_angle_beta   59.91779114
_cell_angle_gamma   59.91779017
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgPt
_chemical_formula_sum   'Mg2 Pt2'
_cell_volume   64.14986503
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.39000000  0.36000000  0.21000000  1
  Mg  Mg1  1  0.89000000  0.86000000  0.71000000  1
  Pt  Pt2  1  0.14000000  0.11000000  0.96000000  1
  Pt  Pt3  1  0.64000000  0.61000000  0.46000000  1
"
4,"# generated using pymatgen
data_Cu2PtRh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.24524637
_cell_length_b   4.24524646
_cell_length_c   4.24524635
_cell_angle_alpha   60.08284775
_cell_angle_beta   60.08284761
_cell_angle_gamma   60.08284810
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cu2PtRh
_chemical_formula_sum   'Cu2 Pt1 Rh1'
_cell_volume   54.20112249
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.00995281  0.30995281  0.22995281  1
  Cu  Cu1  1  0.51004719  0.81004719  0.73004720  1
  Pt  Pt2  1  0.76000000  0.06000000  0.98000000  1
  Rh  Rh3  1  0.26000000  0.56000000  0.48000000  1
"
5,"# generated using pymatgen
data_Mn3W
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.06767100
_cell_length_b   4.06767097
_cell_length_c   4.06767098
_cell_angle_alpha   60.00960457
_cell_angle_beta   60.00960459
_cell_angle_gamma   60.00960469
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mn3W
_chemical_formula_sum   'Mn3 W1'
_cell_volume   47.60110250
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.90975546  0.51975546  0.03975546  1
  Mn  Mn1  1  0.41024454  0.02024454  0.54024454  1
  Mn  Mn2  1  0.16000000  0.77000000  0.29000000  1
  W  W3  1  0.66000001  0.27000000  0.78999999  1
"
6,"# generated using pymatgen
data_UPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.96431184
_cell_length_b   4.96431197
_cell_length_c   4.96431202
_cell_angle_alpha   59.64394709
_cell_angle_beta   59.64395253
_cell_angle_gamma   59.64395264
_symmetry_Int_Tables_number   1
_chemical_formula_structural   UPt
_chemical_formula_sum   'U2 Pt2'
_cell_volume   85.80928496
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  U  U0  1  0.82000000  0.55000000  0.86000000  1
  U  U1  1  0.32000000  0.05000000  0.36000000  1
  Pt  Pt2  1  0.57000000  0.30000000  0.61000000  1
  Pt  Pt3  1  0.07000000  0.80000000  0.11000000  1
"
7,"# generated using pymatgen
data_KSn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   13.17217994
_cell_length_b   8.68180839
_cell_length_c   6.77806327
_cell_angle_alpha   117.38981036
_cell_angle_beta   94.47778062
_cell_angle_gamma   57.00880052
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KSn
_chemical_formula_sum   'K6 Sn6'
_cell_volume   561.57411808
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.57208792  0.81094942  0.54664502  1
  K  K1  1  0.49465128  0.21188911  0.29419052  1
  K  K2  1  0.96894138  0.39193679  0.37813968  1
  K  K3  1  0.12996473  0.65256851  0.57788843  1
  K  K4  1  0.79523448  0.42279872  0.88163606  1
  K  K5  1  0.27145160  -0.01210727  0.94623250  1
  Sn  Sn6  1  0.27959908  0.78603553  0.33779289  1
  Sn  Sn7  1  0.75445131  0.24200355  0.32485127  1
  Sn  Sn8  1  0.26382949  0.17201234  0.55646481  1
  Sn  Sn9  1  0.81492389  0.86364407  0.31941490  1
  Sn  Sn10  1  0.01319920  -0.05901398  0.31128059  1
  Sn  Sn11  1  0.05166564  0.51728323  0.95546333  1
"
8,"# generated using pymatgen
data_Sr2MnBiO6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.77106813
_cell_length_b   5.77106819
_cell_length_c   5.77601903
_cell_angle_alpha   60.02931926
_cell_angle_beta   60.02931808
_cell_angle_gamma   59.91992273
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sr2MnBiO6
_chemical_formula_sum   'Sr2 Mn1 Bi1 O6'
_cell_volume   136.00491127
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.58932378  0.31932378  0.48158939  1
  Sr  Sr1  1  0.09068110  0.82068110  0.97887397  1
  Mn  Mn2  1  0.84002138  0.57002137  0.72833446  1
  Bi  Bi3  1  0.34003273  0.07003274  0.22731943  1
  O  O4  1  0.59840655  0.81044968  0.96361720  1
  O  O5  1  0.07972406  0.80972406  0.49006373  1
  O  O6  1  0.07975575  0.33133995  0.48828024  1
  O  O7  1  0.08044968  0.32840655  0.96361720  1
  O  O8  1  0.60133995  0.80975575  0.48828025  1
  O  O9  1  0.60026501  0.33026502  0.96002414  1
"
9,"# generated using pymatgen
data_Zr2PtRh
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.71379280
_cell_length_b   4.71379273
_cell_length_c   4.71379278
_cell_angle_alpha   59.55969426
_cell_angle_beta   59.55969414
_cell_angle_gamma   59.55969341
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zr2PtRh
_chemical_formula_sum   'Zr2 Pt1 Rh1'
_cell_volume   73.32080439
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.98999064  0.74999064  0.98999064  1
  Zr  Zr1  1  0.49000936  0.25000936  0.49000936  1
  Pt  Pt2  1  0.74000000  0.50000000  0.74000000  1
  Rh  Rh3  1  0.24000000  -0.00000000  0.24000000  1
"
